id,customer_id,order_date,sku_id,price,qty_ordered,before_discount,discount_amount,after_discount,is_gross,is_valid,is_net,payment_id,payment_method,registered_date,sku_name,cogs,category
ODR2133297384w,C550002L,2022-02-27,P261308,37410,1,37410,0,37410,1,0,0,4,Pay axis,2021-09-28,Paramount 9789814147934,26912,Books
ODR6570968596c,C610917L,2022-05-29,P148379,37410,1,37410,0,37410,1,1,0,1,COD,2022-05-04,Paramount 9789694949963,31030,Books
ODR4897254444x,C134158L,2022-09-04,P344214,37352,1,37352,0,37352,1,1,1,1,COD,2021-11-20,Z&A ZEES 0269,26100,Kids & Baby
ODR9961059883f,C794549L,2022-06-27,P303119,37120,1,37120,0,37120,1,1,0,5,Jazz Wallet,2022-06-12,Trendz TR 0337,24824,Kids & Baby
ODR8148701509w,C969725L,2022-11-08,P634281,37120,1,37120,0,37120,1,1,1,1,COD,2022-07-11,Trendz TR 0340,22620,Kids & Baby
ODR2478133557s,C720927L,2021-01-08,P174232,37120,1,37120,0,37120,1,1,1,1,COD,2021-07-17,RS Sohan Halwa Tin 1000 GM,26796,Soghaat
ODR5401859215z,C492817L,2021-10-08,P174232,37120,1,37120,0,37120,1,1,1,1,COD,2021-07-23,RS Sohan Halwa Tin 1000 GM,26796,Soghaat
ODR9233823171l,C364511L,2022-02-27,P568444,18560,2,37120,0,37120,1,0,0,4,Pay axis,2022-02-06,RS Sohan Halwa Tin,15660,Soghaat
ODR4488159635q,C252501L,2021-12-22,P206548,36482,1,36482,0,36482,1,1,0,1,COD,2021-12-03,Telemall BFCombo 4 Hot belt & Skipping rope,30972,Health & Sports
ODR2175999852p,C817637L,2022-05-05,P278158,36250,1,36250,0,36250,1,1,1,1,COD,2022-04-25,PlanetX PX 9020,26100,Kids & Baby
ODR8303674044g,C911481L,2022-03-17,P740429,36250,1,36250,0,36250,1,0,0,5,Jazz Wallet,2022-03-22,liberty 9788130908786,25694,School & Education
ODR6646006080j,C292185L,2021-02-10,P476406,35960,1,35960,0,35960,1,1,1,1,COD,2021-09-19,cn clc  AS 120V POR ASA HB,25520,School & Education
ODR4455217589f,C789047L,2022-01-13,P459350,35380,1,35380,0,35380,1,1,1,1,COD,2022-01-26,StPat Grey Shirt Full Sleeve Morning and A Level 14   15 yrs   S,23664,School & Education
ODR7434386684u,C873660L,2021-10-28,P370891,35380,1,35380,0,35380,1,1,1,1,COD,2021-10-23,Javaid Nihari with 7up,25462,Superstore
ODR2745711303c,C690478L,2021-11-10,P489854,17400,2,34800,0,34800,1,1,1,4,Pay axis,2021-10-15,Topline Waheed Murad His Life and Our Times,13398,Books
ODR8076180138f,C951902L,2022-06-28,P109705,34800,1,34800,0,34800,1,1,0,1,COD,2022-01-13,Zia EN14,26100,Books
ODR2352761303x,C549342L,2022-07-26,P328639,34800,1,34800,0,34800,1,0,0,1,COD,2022-05-20,Zia 101DA,22272,Books
ODR9093407706n,C160222L,2021-11-09,P146262,34800,1,34800,0,34800,1,1,1,3,Customer Credit,2021-08-11,aw Radiator Flush 300ml ,24012,Others
ODR7626293044b,C165068L,2021-01-10,P670614,17400,2,34800,0,34800,1,1,1,1,COD,2021-09-10,edukaan 7101 A4   300 Pages,11832,School & Education
ODR9850393600v,C762891L,2021-12-17,P761077,17400,2,34800,0,34800,1,1,1,1,COD,2021-12-10,edukaan 7157 A4   300 Pages,15138,School & Education
ODR9431660136e,C115187L,2021-01-12,P688522,34800,1,34800,0,34800,1,1,1,1,COD,2021-12-23,RS Sohan Halwa 1000gm,29812,Soghaat
ODR4098104800o,C990203L,2021-07-07,P174232,34800,1,34800,0,34800,1,1,0,1,COD,2021-07-13,RS Sohan Halwa Tin 1000 GM,26796,Soghaat
ODR1487569582p,C506034L,2021-07-17,P982769,17400,2,34800,0,34800,1,1,1,1,COD,2021-07-17,RS Soan Papri 500gm,14790,Soghaat
ODR1437066244c,C603530L,2021-10-24,P688522,34800,1,34800,0,34800,1,0,0,10,MCB Lite,2021-07-28,RS Sohan Halwa 1000gm,29812,Soghaat
ODR5349190564f,C169465L,2022-04-07,P221133,11600,3,34800,0,34800,1,1,1,1,COD,2022-06-27,Baklawa Cake Rusk Per Pack 330g,6960,Soghaat
ODR2490563395i,C368853L,2021-10-30,P852927,34742,1,34742,0,34742,1,1,0,1,COD,2021-10-01,Bata Bfirst 6516094 39 6,28130,School & Education
ODR3530970948v,C581735L,2022-02-20,P772585,34742,1,34742,0,34742,1,1,1,1,COD,2022-02-09,BP PS31338,27782,School & Education
ODR7213439172i,C180913L,2021-07-29,P113376,34510,1,34510,0,34510,1,1,1,1,COD,2021-07-20,liberty 9781445448015,24128,Books
ODR1120310291y,C708473L,2021-09-18,P692619,34510,1,34510,0,34510,1,1,1,1,COD,2021-07-02,Progressive 9781474813860,29290,Books
ODR2296760841p,C474371L,2021-11-17,P827245,34510,1,34510,0,34510,1,1,0,1,COD,2021-09-16,liberty 9789351365938,20996,Books
ODR6242108208h,C474371L,2021-11-21,P827245,34510,1,34510,0,34510,1,1,0,1,COD,2021-09-16,liberty 9789351365938,20996,Books
ODR2125580614h,C631900L,2021-12-07,P859811,34510,1,34510,0,34510,1,0,0,1,COD,2021-07-23,liberty 9781445448046,24128,Books
ODR4616822810r,C133603L,2022-03-22,P187921,34510,1,34510,0,34510,1,1,1,1,COD,2022-03-04,Paramount 9789696370178,25520,Books
ODR2560018243l,C362236L,2022-03-24,P974203,34510,1,34510,0,34510,1,1,1,1,COD,2021-09-21,liberty 9780330545181,24476,Books
ODR2553294738g,C623394L,2022-03-29,P595878,34510,1,34510,0,34510,1,1,1,1,COD,2021-09-26,liberty 9780746060414,23084,Books
ODR5768554690m,C950218L,2022-04-02,P147997,34510,1,34510,0,34510,1,1,1,1,COD,2022-02-06,liberty 9780545377614,24476,Books
ODR3426271811r,C245316L,2022-04-06,P941983,34510,1,34510,0,34510,1,1,1,1,COD,2022-05-16,BP PS19985,31030,Books
ODR7785895052u,C536377L,2022-05-18,P941983,34510,1,34510,0,34510,1,1,1,6,Easy Pay Voucher,2022-05-10,BP PS19985,31030,Books
ODR3257631838n,C136681L,2022-07-21,P857346,34510,1,34510,0,34510,1,1,0,1,COD,2021-07-24,Paramount 9814070246,24476,Books
ODR7462424389u,C986233L,2021-09-26,P710971,34510,1,34510,0,34510,1,0,0,1,COD,2021-08-14,SCIFI SC5811HSF High School Musical ,28594,School & Education
ODR3509034443i,C481253L,2021-10-15,P710971,34510,1,34510,0,34510,1,1,1,1,COD,2021-07-26,SCIFI SC5811HSF High School Musical ,28594,School & Education
ODR6569016087v,C326720L,2021-10-16,P769261,34510,1,34510,0,34510,1,0,0,12,Internet Banking,2021-07-08,Oxford 9780195978933,26564,School & Education
ODR6097258565s,C375799L,2022-02-06,P473422,34510,1,34510,0,34510,1,1,0,1,COD,2022-06-04,Paramount 9780007155668,24940,School & Education
ODR3380622408i,C685409L,2022-03-04,P476236,34510,1,34510,0,34510,1,1,1,1,COD,2022-04-27,Paramount 9789696371410,29290,School & Education
ODR5129394308a,C594441L,2022-07-07,P473422,34510,1,34510,0,34510,1,1,1,1,COD,2022-07-13,Paramount 9780007155668,24940,School & Education
ODR3815828173o,C611777L,2022-03-18,P396098,34220,1,34220,0,34220,1,1,0,1,COD,2021-10-10,Aladdin bike cover,27666,Others
ODR9285022144t,C620104L,2022-05-17,P396098,34220,1,34220,0,34220,1,1,1,1,COD,2022-05-17,Aladdin bike cover,27666,Others
ODR2912218586o,C665132L,2021-09-17,P601424,16820,2,33640,0,33640,1,1,0,1,COD,2021-07-27,BO shovel truck orange,12934,Kids & Baby
ODR8099902572z,C996508L,2021-12-17,P601424,16820,2,33640,0,33640,1,1,1,1,COD,2021-07-10,BO shovel truck orange,12934,Kids & Baby
ODR1177098176f,C532671L,2022-08-01,P601424,16820,2,33640,0,33640,1,1,1,1,COD,2021-11-07,BO shovel truck orange,12934,Kids & Baby
ODR9152542493j,C405083L,2021-08-19,P512707,16820,2,33640,0,33640,1,1,1,1,COD,2021-08-16,RS Habshi Halwa Tin,12992,Soghaat
ODR9450112941a,C194988L,2021-08-31,P512707,16820,2,33640,0,33640,1,1,1,1,COD,2021-07-07,RS Habshi Halwa Tin,12992,Soghaat
ODR3895398534p,C475094L,2021-04-11,P481307,33466,1,33466,0,33466,1,1,1,1,COD,2021-11-21,MDF 002 Pistachios Salted 250 gm,28362,Soghaat
ODR4496974366s,C648114L,2021-03-12,P449744,33350,1,33350,0,33350,1,1,0,1,COD,2021-07-09,Zia TK13,25636,Books
ODR5041296676m,C782148L,2021-02-09,P948260,33350,1,33350,0,33350,1,1,1,1,COD,2021-09-21,Iamofficial IAM 0102,28304,School & Education
ODR1646026599g,C975490L,2022-05-08,P498950,33350,1,33350,0,33350,1,1,0,1,COD,2022-08-02,Iamofficial  IAM NB218,22678,School & Education
ODR4257828462j,C119187L,2022-06-28,P231100,33350,1,33350,0,33350,1,1,1,1,COD,2021-09-24,tr Pure Natural Longan Honey 350 gm,25636,Soghaat
ODR7091354686i,C927076L,2021-11-17,P784050,16530,2,33060,0,33060,1,1,0,1,COD,2021-07-07,un Health and Hygiene Bundle HB,11716,Home & Living
ODR7928011876b,C266463L,2022-02-13,P779025,33060,1,33060,0,33060,1,1,1,1,COD,2022-02-15,barico BS012 ,22794,School & Education
ODR1165299594e,C774952L,2022-02-26,P779025,33060,1,33060,0,33060,1,1,0,1,COD,2022-02-05,barico BS012 ,22794,School & Education
ODR9997123263q,C485098L,2021-06-08,P162593,33060,1,33060,0,33060,1,1,1,1,COD,2021-08-02,Al Muhafiz Sohan Halwa Cashew,20126,Soghaat
ODR1918497871b,C603530L,2021-07-25,P162593,33060,1,33060,0,33060,1,1,1,1,COD,2021-07-28,Al Muhafiz Sohan Halwa Cashew,20126,Soghaat
ODR5234095930e,C814229L,2021-07-26,P162593,33060,1,33060,0,33060,1,1,1,11,Cash at Door Step,2021-07-13,Al Muhafiz Sohan Halwa Cashew,20126,Soghaat
ODR4722000675w,C678257L,2021-07-30,P162593,33060,1,33060,0,33060,1,1,1,1,COD,2021-07-23,Al Muhafiz Sohan Halwa Cashew,20126,Soghaat
ODR4898605668q,C288932L,2021-10-07,P380903,16530,2,33060,0,33060,1,1,1,12,Internet Banking,2021-07-16,UK Sohan Halwa Tin Pack 400 Gms,14848,Soghaat
ODR9403833662e,C164534L,2021-11-08,P162593,33060,1,33060,0,33060,1,1,1,1,COD,2021-07-06,Al Muhafiz Sohan Halwa Cashew,20126,Soghaat
ODR3997371894z,C876695L,2021-08-11,P109313,33060,1,33060,0,33060,1,1,1,1,COD,2021-11-21,lalqila Chicken Karahi 550gm,22794,Superstore
ODR8154625223x,C349727L,2022-08-01,P314809,32712,1,32712,0,32712,1,1,1,1,COD,2021-11-03,UG WP3,19952,School & Education
ODR5019717743j,C196720L,2021-10-21,P365661,32480,1,32480,0,32480,1,1,0,1,COD,2021-07-23,avent SCF96822 IMS global,28884,Kids & Baby
ODR5454868583q,C549188L,2022-09-06,P740813,16240,2,32480,0,32480,1,1,0,1,COD,2022-02-13,igeek TriFidgetSpinner,12296,Kids & Baby
ODR3276523460x,C263041L,2022-10-01,P975975,32480,1,32480,0,32480,1,0,0,4,Pay axis,2021-12-23,edukaan 200983,28536,Kids & Baby
ODR7843105521m,C335101L,2022-01-15,P778627,32480,1,32480,0,32480,1,1,0,1,COD,2022-01-11,aw WD40  420mlSMART STRAW,23026,Others
ODR6595919337x,C811942L,2021-08-24,P522671,16182,2,32364,0,32364,1,1,1,1,COD,2021-08-22,Fmate Delhi Shahi Nehari (Boneless),9686,Superstore
ODR6433986799u,C272030L,2021-06-07,P995492,32016,1,32016,0,32016,1,1,1,1,COD,2021-07-22,vitamin Dark Circles,23026,Beauty & Grooming
ODR5012883969w,C219363L,2021-08-29,P537639,31900,1,31900,0,31900,1,1,1,1,COD,2021-08-03,liberty 9781409507161,21982,Books
ODR7644979047l,C285749L,2022-04-08,P441520,31900,1,31900,0,31900,1,0,0,4,Pay axis,2022-08-23,liberty 9780545103718,24244,Books
ODR6084941383s,C774989L,2022-10-04,P286681,31900,1,31900,0,31900,1,0,0,1,COD,2022-04-15,liberty 9780143417361,24882,Books
ODR2208544984w,C774989L,2022-11-04,P286681,31900,1,31900,0,31900,1,1,1,1,COD,2022-04-15,liberty 9780143417361,24882,Books
ODR1336383848m,C864285L,2021-10-19,P562235,31900,1,31900,0,31900,1,1,1,1,COD,2021-10-20,redspot 9810477198,23896,School & Education
ODR3885822356v,C175290L,2022-01-21,P151403,31900,1,31900,0,31900,1,1,1,1,COD,2022-01-07,redspot 9789810477189,26796,School & Education
ODR6156767752x,C516304L,2022-03-03,P562235,31900,1,31900,0,31900,1,1,1,1,COD,2022-03-20,redspot 9810477198,23896,School & Education
ODR6325204129r,C645817L,2022-03-30,P151403,31900,1,31900,0,31900,1,1,1,1,COD,2022-03-06,redspot 9789810477189,26796,School & Education
ODR2127266821w,C699058L,2022-10-07,P772930,31900,1,31900,0,31900,1,1,0,1,COD,2022-07-20,redspot 9810824280,28362,School & Education
ODR5727239056s,C588309L,2022-12-01,P772930,31900,1,31900,0,31900,1,1,1,1,COD,2022-01-12,redspot 9810824280,28362,School & Education
ODR5223192364t,C308797L,2022-12-03,P151403,31900,1,31900,0,31900,1,1,1,1,COD,2022-03-23,redspot 9789810477189,26796,School & Education
ODR6535101452q,C720119L,2021-01-11,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-10-06,jn 900g,23896,Superstore
ODR6182202931t,C514513L,2021-04-10,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-09-10,jn 900g,23896,Superstore
ODR9726163985l,C182986L,2021-06-09,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-07-04,jn 900g,23896,Superstore
ODR5896973537o,C973598L,2021-07-11,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-11-17,jn 900g,23896,Superstore
ODR7248812096v,C317768L,2021-09-15,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-09-22,jn 900g,23896,Superstore
ODR9678866692f,C607251L,2021-09-18,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-07-27,jn 900g,23896,Superstore
ODR7344134640f,C485631L,2021-09-22,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-09-26,jn 900g,23896,Superstore
ODR2606969980p,C741829L,2021-09-23,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-09-16,jn 900g,23896,Superstore
ODR3580310489o,C247716L,2021-09-24,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-09-05,jn 900g,23896,Superstore
ODR1449196401s,C755090L,2021-10-09,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-08-22,jn 900g,23896,Superstore
ODR2413189341k,C239715L,2021-10-10,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-08-13,jn 900g,23896,Superstore
ODR3721744423t,C845220L,2021-10-14,P562355,31900,1,31900,0,31900,1,1,1,1,COD,2021-10-17,jn 900g,23896,Superstore
ODR6636500656x,C315052L,2022-09-08,P623975,31842,1,31842,0,31842,1,1,1,4,Pay axis,2021-07-13,Bata Bfirst 2891015 28 10,23838,School & Education
ODR3307336259a,C819107L,2021-10-30,P921723,15660,2,31320,0,31320,1,0,0,1,COD,2021-10-10,Zia AD12,9512,Books
ODR2832461951i,C780560L,2021-09-21,P833201,31262,1,31262,0,31262,1,1,1,1,COD,2021-09-26,stinnos 742,27492,Kids & Baby
ODR5145623402g,C789047L,2022-11-02,P832686,30450,1,30450,0,30450,1,0,0,1,COD,2022-01-26,CITYN White Shirt with Full Sleeves 13   14 yrs   Size M,26796,School & Education
ODR5794707741o,C712752L,2021-09-20,P263965,30218,1,30218,0,30218,1,1,0,1,COD,2021-09-23,stinnos 568,19894,Kids & Baby
ODR7945244905x,C491796L,2021-08-10,P573530,30160,1,30160,0,30160,1,0,0,4,Pay axis,2021-09-24,ST PETER Light Grey Elastic Pant 8   9 yrs   Size 32,21112,School & Education
ODR4432115032j,C491796L,2021-09-10,P136138,30160,1,30160,0,30160,1,1,1,1,COD,2021-09-24,BMS Grey Elastic Pant 8   9 yrs   Size 32,20474,School & Education
ODR6125804746a,C486028L,2022-10-08,P779304,30160,1,30160,0,30160,1,0,0,4,Pay axis,2022-04-08,StPaul Grey Elastic Pant Primary Secondary 8   9 yrs,27144,School & Education
ODR5659097862t,C557641L,2022-02-19,P427527,30044,1,30044,0,30044,1,1,1,1,COD,2021-12-25,Iamofficial IAM 0091,18270,School & Education
ODR2735663239n,C355658L,2022-02-26,P301313,9860,3,29580,0,29580,1,1,1,5,Jazz Wallet,2022-02-05,Dany51234689524515284934,6380,Computing
ODR9623545999y,C165178L,2022-09-04,P323833,29580,1,29580,0,29580,1,1,1,1,COD,2021-10-19,Al Muhafiz Sohan Halwa Walnut,20996,Soghaat
ODR7636801628z,C627128L,2021-05-09,P264156,29580,1,29580,0,29580,1,1,1,1,COD,2021-09-14,PNG Pampers 10003596 Karachi,0,Superstore
ODR6769681482q,C422905L,2021-09-16,P901784,29580,1,29580,0,29580,1,1,1,1,COD,2021-08-08,PNG Pampers 10003594 Lahore,0,Superstore
ODR4681808783r,C367985L,2021-07-25,P801839,29000,1,29000,0,29000,1,1,1,1,COD,2021-07-13,vitamin Aloe Vera Plus,17168,Health & Sports
ODR4927084107j,C254170L,2021-07-08,P400001,29000,1,29000,0,29000,1,0,0,1,COD,2021-08-14,stinnos A024 Anger,25520,Kids & Baby
ODR5898382009c,C417848L,2021-07-31,P669089,29000,1,29000,0,29000,1,1,1,1,COD,2021-07-08,The Vitamin Company Kojic Acid Whitening Cream 40GM,20590,Others
ODR2415521352f,C120370L,2021-09-12,P669089,29000,1,29000,0,29000,1,1,1,1,COD,2021-12-02,The Vitamin Company Kojic Acid Whitening Cream 40GM,20590,Others
ODR8586095058m,C871045L,2022-01-04,P858068,29000,1,29000,0,29000,1,1,0,1,COD,2021-10-10,RB Dettol Germ Busting Kit bf,18270,Others
ODR5249221476j,C128626L,2022-01-06,P858068,29000,1,29000,0,29000,1,1,0,1,COD,2021-11-16,RB Dettol Germ Busting Kit bf,18270,Others
ODR3793191978a,C171667L,2022-01-23,P858068,29000,1,29000,0,29000,1,1,1,1,COD,2022-01-22,RB Dettol Germ Busting Kit bf,18270,Others
ODR4959102111o,C274332L,2022-01-30,P858068,29000,1,29000,0,29000,1,1,1,1,COD,2021-09-19,RB Dettol Germ Busting Kit bf,18270,Others
ODR4824690064i,C267349L,2022-02-02,P989204,29000,1,29000,0,29000,1,1,0,1,COD,2022-02-12,aw CRC Silicone SPRAY (BEST FOR LUBRICATING THREAD MILL BELT) 20,25230,Others
ODR4569105167p,C457649L,2022-09-05,P858068,29000,1,29000,0,29000,1,1,1,1,COD,2021-12-07,RB Dettol Germ Busting Kit bf,18270,Others
ODR1797478010u,C268365L,2022-09-07,P594416,29000,1,29000,0,29000,1,1,1,1,COD,2022-07-21,aw DECAL and ADHESIVE REMOVER 12 oz.,16356,Others
ODR3846622743y,C717221L,2022-10-07,P800680,29000,1,29000,0,29000,1,0,0,1,COD,2021-07-13,test product 00,174,Others
ODR7326639796j,C875920L,2022-07-20,P148635,29000,1,29000,0,29000,1,1,1,1,COD,2022-03-07,SMART Light Green Shirt Half Sleeves 5   6.5 yrs   Size 22,24360,School & Education
ODR5806368947d,C384466L,2022-09-01,P841340,29000,1,29000,0,29000,1,1,0,1,COD,2021-07-20,Z&A ZEES 0018,22040,School & Education
ODR4671702687w,C752594L,2022-04-08,P158718,29000,1,29000,0,29000,1,1,1,1,COD,2022-08-22,Butt Pista Multani Halwa,23490,Soghaat
ODR8010518038s,C856161L,2021-01-07,P272965,29000,1,29000,0,29000,1,1,1,1,COD,2021-07-14,3m DC272923871,22620,Superstore
ODR2871261846r,C948816L,2021-12-13,P591213,14500,2,29000,0,29000,1,1,0,1,COD,2021-07-26,Chk Buy 1 Get 1 Free: Mango Chutney 330 gms,11600,Superstore
ODR2015699293b,C507015L,2022-07-13,P279933,28942,1,28942,0,28942,1,1,0,1,COD,2022-03-27,BP PS03940 Pink,15370,School & Education
ODR9478000761a,C481253L,2021-09-08,P574221,14442,2,28884,0,28884,1,1,1,1,COD,2021-07-26,Fmate Moong Daal Halwa,10962,Superstore
ODR7674176375e,C264694L,2021-09-17,P374460,14442,2,28884,0,28884,1,1,1,1,COD,2021-09-20,Fmate Chicken Shami Kabab,9628,Superstore
ODR5678184517i,C219363L,2021-08-30,P275061,28710,1,28710,0,28710,1,1,1,1,COD,2021-08-03,liberty 9780545549042,24360,Books
ODR6513308155q,C855070L,2021-10-09,P881523,28710,1,28710,0,28710,1,1,1,1,COD,2021-09-24,liberty 9789351361725,21228,Books
ODR7132949646j,C645832L,2021-10-15,P881523,28710,1,28710,0,28710,1,1,1,1,COD,2021-10-14,liberty 9789351361725,21228,Books
ODR9882136709b,C565719L,2022-01-17,P580767,28710,1,28710,0,28710,1,1,1,1,COD,2022-01-21,liberty 9780755352944,18908,Books
ODR6275658783s,C765490L,2022-02-17,P598655,28710,1,28710,0,28710,1,1,1,1,COD,2021-07-09,Paramount 9789694949888,25520,Books
ODR7010433823c,C634745L,2022-02-19,P879737,28710,1,28710,0,28710,1,0,0,1,COD,2021-09-09,BP PS00398 Transportation,24360,Books
ODR9653473185i,C374285L,2022-07-02,P598655,28710,1,28710,0,28710,1,1,1,1,COD,2022-02-25,Paramount 9789694949888,25520,Books
ODR3662257747q,C825085L,2022-10-06,P887047,28710,1,28710,0,28710,1,1,1,1,COD,2022-06-05,BP PS00398,22388,Books
ODR4024954749c,C860675L,2021-03-07,P492835,28710,1,28710,0,28710,1,1,1,1,COD,2021-07-16,J&J JJPS 007XL,22388,Kids & Baby
ODR2053740634y,C745738L,2021-08-20,P836145,28710,1,28710,0,28710,1,1,1,1,COD,2021-08-25,Paramount 9789694949451,18618,School & Education
ODR5449811845x,C200313L,2021-10-26,P710972,28710,1,28710,0,28710,1,1,0,1,COD,2021-07-17,SCIFI SC6803HP Hannah Montana,24360,School & Education
ODR5697870101w,C954501L,2021-12-11,P473422,28710,1,28710,0,28710,1,1,1,1,COD,2021-11-10,Paramount 9780007155668,24940,School & Education
ODR4785714548o,C143115L,2021-12-21,P473422,28710,1,28710,0,28710,1,1,1,1,COD,2021-08-07,Paramount 9780007155668,24940,School & Education
ODR3807225266m,C858616L,2022-04-28,P358878,28710,1,28710,0,28710,1,1,0,1,COD,2022-04-15,oxford 9780195479256,18328,School & Education
ODR9766981047z,C936402L,2022-05-23,P639158,28710,1,28710,0,28710,1,1,1,1,COD,2022-05-03,Paramount 9789696371168,18038,School & Education
ODR2407475441r,C211322L,2022-05-26,P696220,28710,1,28710,0,28710,1,1,0,1,COD,2022-05-07,Paramount 9789696371588,24940,School & Education
ODR1653302842z,C618204L,2022-06-29,P358878,28710,1,28710,0,28710,1,1,0,1,COD,2022-06-20,oxford 9780195479256,18328,School & Education
ODR7005405784d,C562634L,2022-02-23,P165857,28420,1,28420,0,28420,1,0,0,1,COD,2021-11-18,audionic6 954217 562568,24998,Computing
ODR6931154784y,C809308L,2021-07-14,P601424,28420,1,28420,0,28420,1,1,1,1,COD,2021-07-02,BO shovel truck orange,12934,Kids & Baby
ODR3831231106y,C831829L,2021-08-22,P601424,28420,1,28420,0,28420,1,1,1,1,COD,2021-08-24,BO shovel truck orange,12934,Kids & Baby
ODR3056575991l,C961921L,2021-08-28,P601424,28420,1,28420,0,28420,1,1,1,1,COD,2021-08-15,BO shovel truck orange,12934,Kids & Baby
ODR8772023774k,C538976L,2022-07-05,P871588,28420,1,28420,0,28420,1,1,1,1,COD,2022-05-20,Trendz TR 0330,24418,Kids & Baby
ODR1650280598x,C188448L,2022-04-06,P518951,28130,1,28130,0,28130,1,1,0,1,COD,2022-05-18,aw SILICONE MULTI TOOL ,18444,Others
ODR1494378436d,C274718L,2021-07-31,P756257,27840,1,27840,0,27840,1,1,1,1,COD,2021-07-17,Audionic6 954217 512365,17226,Computing
ODR5279965098b,C772704L,2021-10-28,P525906,27608,1,27608,0,27608,1,1,0,1,COD,2021-07-18,Progressive 9781472304100 ,22040,Books
ODR7545821885d,C597660L,2022-06-27,P384442,27550,1,27550,0,27550,1,1,1,1,COD,2021-10-23,Fantastic FT 41,20358,Home & Living
ODR2061117040r,C412333L,2021-06-11,P783473,27260,1,27260,0,27260,1,1,1,1,COD,2021-11-20,redspot 9789696230007,18212,School & Education
ODR9890733096y,C932170L,2021-08-12,P122059,27260,1,27260,0,27260,1,1,1,1,COD,2021-11-04,redspot 9789696230182,23954,School & Education
ODR9367590056a,C376366L,2021-10-18,P146844,27260,1,27260,0,27260,1,1,1,1,COD,2021-10-11,redspot 9789696230090,16356,School & Education
ODR3167001014p,C821745L,2021-11-19,P783473,27260,1,27260,0,27260,1,1,1,1,COD,2021-11-06,redspot 9789696230007,18212,School & Education
ODR7748388301o,C544070L,2021-11-22,P605311,27260,1,27260,0,27260,1,1,1,1,COD,2021-11-14,redspot 9789696230212,19894,School & Education
ODR9662204511k,C676102L,2021-09-13,P516066,26390,1,26390,0,26390,1,0,0,12,Internet Banking,2021-09-21,RS Gulab jaman Tin,22678,Soghaat
ODR3513534731f,C525405L,2021-12-13,P113788,26100,1,26100,0,26100,1,1,0,1,COD,2021-07-24,redspot 9789696230243,22156,School & Education
ODR9198177731c,C572270L,2022-02-28,P557706,13050,2,26100,0,26100,1,1,1,1,COD,2022-01-26,BP PS26930,8584,School & Education
ODR2827128555k,C618173L,2022-04-21,P165913,26100,1,26100,0,26100,1,1,0,1,COD,2022-04-17,paramount 9789606981470,23490,School & Education
ODR2591472250u,C537394L,2022-09-06,P548573,26100,1,26100,0,26100,1,1,0,1,COD,2022-06-02,oxford 9780199069194,23490,School & Education
ODR7195187115w,C985193L,2021-01-12,P876142,26100,1,26100,0,26100,1,1,1,1,COD,2021-09-20,Chk Green Chilli Pickle 300 gms with Free Mix Pickle 300 gms,20068,Superstore
ODR2386462140j,C830599L,2021-02-12,P876142,26100,1,26100,0,26100,1,1,1,1,COD,2021-11-18,Chk Green Chilli Pickle 300 gms with Free Mix Pickle 300 gms,20068,Superstore
ODR7054127789t,C276338L,2021-10-12,P876142,26100,1,26100,0,26100,1,1,1,1,COD,2021-07-06,Chk Green Chilli Pickle 300 gms with Free Mix Pickle 300 gms,20068,Superstore
ODR2289404847g,C410896L,2021-11-29,P876142,26100,1,26100,0,26100,1,1,1,5,Jazz Wallet,2021-11-15,Chk Green Chilli Pickle 300 gms with Free Mix Pickle 300 gms,20068,Superstore
ODR3075519916l,C533321L,2021-12-22,P738924,26042,1,26042,0,26042,1,1,1,1,COD,2021-11-12,Telemall MM DR HB L,15370,Others
ODR6583647677e,C807718L,2021-12-20,P293705,26042,1,26042,0,26042,1,1,1,3,Customer Credit,2021-11-15,SIR WR450,18734,Superstore
ODR3893087683w,C455163L,2021-12-16,P169619,25868,1,25868,0,25868,1,1,0,1,COD,2021-12-23,liberty 9781409387060,24070,Books
ODR7337250174x,C264821L,2021-12-18,P354882,25868,1,25868,0,25868,1,1,1,1,COD,2021-12-22,Paramount 9789694945804,15486,Books
ODR8937331114m,C832040L,2022-09-02,P851704,25868,1,25868,0,25868,1,1,0,1,COD,2022-01-17,Paramount 9781444112672,22098,School & Education
ODR7365070070d,C757984L,2021-12-07,P758031,25810,1,25810,0,25810,1,0,0,1,COD,2021-07-05,SCIFI Spider Man SC4203SPD,19604,School & Education
ODR6976550406k,C848031L,2021-12-15,P808167,12180,2,24360,0,24360,1,1,1,1,COD,2021-12-25,HGS White Legging 4   5 yrs   Size 24,7424,School & Education
ODR7390150631r,C978166L,2022-01-16,P143824,24360,1,24360,0,24360,1,1,0,1,COD,2022-01-20,oxford 9780195979602,16298,School & Education
